world,sched,seed,reward,throughput_mbps,goodput_mbps,completion_rate,deadline_miss_rate,mu_depth,jain
V60max,SUS-RPS,30081,4477.6478,46.8833,45.4507,0.7661,0.232,1.919,0.8168
V60max,SUS+CQI-Feasible,30081,3976.8468,44.217,43.9026,0.7409,0.2578,2.7727,0.7764
V60max,SUS+CQI@m=3,30081,4081.6778,46.212,43.5783,0.7336,0.265,2.9377,0.8127
V60max,SUS-RPS,30082,-1810.463,94.2431,93.5788,0.4421,0.5529,2.5201,0.6102
V60max,SUS+CQI-Feasible,30082,2822.6088,117.5393,113.9261,0.527,0.4698,3.8428,0.5938
V60max,SUS+CQI@m=3,30082,2002.8389,115.3991,110.4019,0.5094,0.4872,3.0,0.5758
V60max,SUS-RPS,30083,3701.4025,62.4948,59.5598,0.6221,0.3762,2.1184,0.7138
V60max,SUS+CQI-Feasible,30083,3386.2181,59.9972,59.1393,0.6175,0.3809,2.9037,0.6751
V60max,SUS+CQI@m=3,30083,2789.2433,61.7068,55.4664,0.5739,0.424,2.9983,0.703
V60max,SUS-RPS,30084,5112.6779,66.5913,65.3006,0.6853,0.3124,2.2366,0.7207
V60max,SUS+CQI-Feasible,30084,4952.424,65.3506,65.0405,0.6824,0.3154,3.1001,0.7005
V60max,SUS+CQI@m=3,30084,4802.9211,66.1864,63.9319,0.6687,0.3288,2.9913,0.7163
